File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Azure URL	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF486MHG	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR011INW	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-1112'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/63977/'], '@type': ['Target', 'Item'], 'name': 'PRDM15-human', 'label': 'PRDM15', '@id': '/targets/PRDM15-human/', 'title': 'PRDM15 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'f055571b-35dc-42c2-b04f-7f0429bba36e', 'status': 'released'}				PRDM15-human	DNA				formaldehyde		2020-07-08	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF657NDS/, /files/ENCFF579APL/, /files/ENCFF316NLS/	235571	ENCODE Processing Pipeline	2a68d3023307eb969f41073f1bb8c8a3		https://www.encodeproject.org/files/ENCFF486MHG/@@download/ENCFF486MHG.bed.gz				released	s3://encode-public/2020/07/07/f68241df-3ca9-45bc-81e0-7e7a4c0726f6/ENCFF486MHG.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/07/07/f68241df-3ca9-45bc-81e0-7e7a4c0726f6/ENCFF486MHG.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.4.0 GRCh38	released	missing genetic modification reagents		
ENCFF401HSI	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BHP	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										FOSL2-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF527WLW/, /files/ENCFF356LFX/, /files/ENCFF875HPK/, /files/ENCFF544ZGT/, /files/ENCFF736RWO/	546200	ENCODE Processing Pipeline	9906c7bcb5b3614c8c774bae6d6ba47f		https://www.encodeproject.org/files/ENCFF401HSI/@@download/ENCFF401HSI.bed.gz				released	s3://encode-public/2021/01/02/7369e58c-ec28-40ff-9c33-5f571e55c33e/ENCFF401HSI.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/01/02/7369e58c-ec28-40ff-9c33-5f571e55c33e/ENCFF401HSI.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read depth, borderline replicate concordance, low read length		
ENCFF811LFF	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR199MFT	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/94234/'], '@type': ['Target', 'Item'], 'name': 'FOXQ1-human', 'label': 'FOXQ1', '@id': '/targets/FOXQ1-human/', 'title': 'FOXQ1 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '1b5bb7f4-6b2c-4ef0-97ea-26dd55685401', 'status': 'released'}				FOXQ1-human	DNA				formaldehyde		2022-08-23	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF771CQB/, /files/ENCFF711QPO/, /files/ENCFF746SKK/, /files/ENCFF356LFX/	195960	ENCODE Processing Pipeline	99bb5c1e168499508f2da72aa65ff9b9		https://www.encodeproject.org/files/ENCFF811LFF/@@download/ENCFF811LFF.bed.gz				released	s3://encode-public/2022/08/19/e593914c-c27c-4811-b43e-d69238bfec4f/ENCFF811LFF.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/08/19/e593914c-c27c-4811-b43e-d69238bfec4f/ENCFF811LFF.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released	missing genetic modification reagents, mild to moderate bottlenecking, borderline replicate concordance		
ENCFF927JRS	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR313MMD	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'dbxrefs': ['FactorBook:ZNF263'], 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/10127/'], '@type': ['Target', 'Item'], 'label': 'ZNF263', 'title': 'ZNF263 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'c0d052b0-6d93-4dc3-83a4-08dddd195ccd', 'schema_version': '14', 'name': 'ZNF263-human', '@id': '/targets/ZNF263-human/', 'status': 'released'}				ZNF263-human	DNA				formaldehyde		2020-07-08	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF660FAS/, /files/ENCFF041UIR/, /files/ENCFF356LFX/, /files/ENCFF657NDS/	514464	ENCODE Processing Pipeline	b6de4984f0c1adfd4ac0cb009bfb469e		https://www.encodeproject.org/files/ENCFF927JRS/@@download/ENCFF927JRS.bed.gz				released	s3://encode-public/2020/07/02/ff6b09e4-7a35-4b8f-a170-20649080da34/ENCFF927JRS.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/07/02/ff6b09e4-7a35-4b8f-a170-20649080da34/ENCFF927JRS.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.4.0 GRCh38	released	missing genetic modification reagents		
ENCFF233ZOX	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR853BYT	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/23036/'], '@type': ['Target', 'Item'], 'name': 'ZNF292-human', 'label': 'ZNF292', '@id': '/targets/ZNF292-human/', 'title': 'ZNF292 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'f9a06bbf-ea37-478e-bbc5-28d4f6bd0998', 'status': 'released'}				ZNF292-human	DNA				formaldehyde		2022-09-30	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF679MKI/, /files/ENCFF356LFX/, /files/ENCFF036XXM/, /files/ENCFF435NVO/	453659	ENCODE Processing Pipeline	7ef5636cca6228d9ed2e6097631a426c		https://www.encodeproject.org/files/ENCFF233ZOX/@@download/ENCFF233ZOX.bed.gz				released	s3://encode-public/2022/09/03/26f31549-90d6-4637-ae6c-e1ce052e502e/ENCFF233ZOX.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/09/03/26f31549-90d6-4637-ae6c-e1ce052e502e/ENCFF233ZOX.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.1 GRCh38	released	low read depth, borderline replicate concordance, missing genetic modification reagents, mild to moderate bottlenecking		
ENCFF748PEB	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR915APT	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/23318/'], '@type': ['Target', 'Item'], 'name': 'ZCCHC11-human', 'label': 'ZCCHC11', '@id': '/targets/ZCCHC11-human/', 'title': 'ZCCHC11 (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': 'b776e574-5a2c-4860-a446-2d9bcda76a69', 'status': 'released'}				ZCCHC11-human	DNA				formaldehyde		2020-07-09	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF723HPB/, /files/ENCFF509GDQ/, /files/ENCFF965TJO/, /files/ENCFF356LFX/	133839	ENCODE Processing Pipeline	ca338f27f75e5b3a99eca6c985137950		https://www.encodeproject.org/files/ENCFF748PEB/@@download/ENCFF748PEB.bed.gz				released	s3://encode-public/2020/07/07/fb9480e8-d0b4-40d3-904f-2a59c6573dcc/ENCFF748PEB.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/07/07/fb9480e8-d0b4-40d3-904f-2a59c6573dcc/ENCFF748PEB.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.4.0 GRCh38	released	missing genetic modification reagents		
ENCFF215GPK	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR321VGW	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'dbxrefs': ['FactorBook:ELF1'], 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/1997/'], '@type': ['Target', 'Item'], 'label': 'ELF1', 'title': 'ELF1 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '40057629-9f8d-4812-ac11-7bcb4df4374d', 'schema_version': '14', 'name': 'ELF1-human', '@id': '/targets/ELF1-human/', 'status': 'released'}				ELF1-human	DNA				formaldehyde		2020-07-09	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF723HPB/, /files/ENCFF576IMM/, /files/ENCFF383SWQ/	384404	ENCODE Processing Pipeline	b3bf8446bac248c1508812d07cc0b1c8		https://www.encodeproject.org/files/ENCFF215GPK/@@download/ENCFF215GPK.bed.gz				released	s3://encode-public/2020/07/02/9335da8a-8727-46a0-92a4-37f667ef848f/ENCFF215GPK.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/07/02/9335da8a-8727-46a0-92a4-37f667ef848f/ENCFF215GPK.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.4.0 GRCh38	released	missing genetic modification reagents		
ENCFF048GXO	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR398TMP	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'dbxrefs': ['FactorBook:MYNN'], 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/55892/'], '@type': ['Target', 'Item'], 'label': 'MYNN', 'title': 'MYNN (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '53c13b17-fad4-4cc9-a86d-24f051348d42', 'schema_version': '14', 'name': 'MYNN-human', '@id': '/targets/MYNN-human/', 'status': 'released'}				MYNN-human	DNA				formaldehyde		2020-07-09	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF808ZZE/, /files/ENCFF356LFX/, /files/ENCFF723HPB/, /files/ENCFF233NDH/	101215	ENCODE Processing Pipeline	9c721e87f5a6e12511c7c36578252983		https://www.encodeproject.org/files/ENCFF048GXO/@@download/ENCFF048GXO.bed.gz				released	s3://encode-public/2020/07/06/e7e895db-895e-4745-b95f-6af7cad17060/ENCFF048GXO.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/07/06/e7e895db-895e-4745-b95f-6af7cad17060/ENCFF048GXO.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.4.0 GRCh38	released	low read depth, missing genetic modification reagents, mild to moderate bottlenecking		
ENCFF951CCL	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR479RZV	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'dbxrefs': ['FactorBook:CBFB'], 'aliases': ['michael-snyder:TS-1966'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/865/'], '@type': ['Target', 'Item'], 'label': 'CBFB', 'title': 'CBFB (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '46038e1d-7ebd-4151-bff3-57bc25778a34', 'schema_version': '14', 'name': 'CBFB-human', '@id': '/targets/CBFB-human/', 'status': 'released'}				CBFB-human	DNA				formaldehyde		2020-07-09	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF850YAO/, /files/ENCFF723HPB/, /files/ENCFF356LFX/, /files/ENCFF889WEI/	273013	ENCODE Processing Pipeline	9611d3fd8d60c8e6310938535573ec0d		https://www.encodeproject.org/files/ENCFF951CCL/@@download/ENCFF951CCL.bed.gz				released	s3://encode-public/2020/07/02/95b4e2b3-7959-481d-9870-5add5225506c/ENCFF951CCL.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/07/02/95b4e2b3-7959-481d-9870-5add5225506c/ENCFF951CCL.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.4.0 GRCh38	released	missing genetic modification reagents		
ENCFF089XCL	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR580HOI	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-220'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/5970/'], '@type': ['Target', 'Item'], 'name': 'RELA-human', 'label': 'RELA', '@id': '/targets/RELA-human/', 'title': 'RELA (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '3c44d92c-436a-4be6-a5cd-13f522313efa', 'status': 'released'}				RELA-human	DNA				formaldehyde		2020-07-09	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF827ASV/, /files/ENCFF723HPB/, /files/ENCFF170HCI/	115744	ENCODE Processing Pipeline	acfcfe54749d54908f67e8148f993f2b		https://www.encodeproject.org/files/ENCFF089XCL/@@download/ENCFF089XCL.bed.gz				released	s3://encode-public/2020/06/30/97cc8354-5736-4a79-88d5-465fb29eceff/ENCFF089XCL.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/06/30/97cc8354-5736-4a79-88d5-465fb29eceff/ENCFF089XCL.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.4.0 GRCh38	released	missing genetic modification reagents		
ENCFF990ZAB	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR243OKN	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/112950/'], '@type': ['Target', 'Item'], 'name': 'MED8-human', 'label': 'MED8', '@id': '/targets/MED8-human/', 'title': 'MED8 (Homo sapiens)', 'investigated_as': ['cofactor'], 'uuid': '316323b9-9d39-4069-88fb-bd932a2c8ace', 'status': 'released'}				MED8-human	DNA				formaldehyde		2023-01-06	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF739KON/, /files/ENCFF959XDT/, /files/ENCFF356LFX/, /files/ENCFF759VFM/	232279	ENCODE Processing Pipeline	3b132720095125114f3a0998420d42d7		https://www.encodeproject.org/files/ENCFF990ZAB/@@download/ENCFF990ZAB.bed.gz				released	s3://encode-public/2022/12/19/d69acf96-6b84-4999-a0cb-15faab37a87e/ENCFF990ZAB.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/12/19/d69acf96-6b84-4999-a0cb-15faab37a87e/ENCFF990ZAB.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.1 GRCh38	released	mild to moderate bottlenecking, missing genetic modification reagents	insufficient replicate concordance	
ENCFF455TXX	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR782WWY	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-646'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/339327/'], '@type': ['Target', 'Item'], 'name': 'ZNF546-human', 'label': 'ZNF546', '@id': '/targets/ZNF546-human/', 'title': 'ZNF546 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'c58a6d84-4e48-4e11-823b-33bad4563638', 'status': 'released'}				ZNF546-human	DNA				formaldehyde		2023-01-06	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF082UIY/, /files/ENCFF865PWA/, /files/ENCFF356LFX/, /files/ENCFF353WHZ/	214459	ENCODE Processing Pipeline	77f928e36ea217067e7e348c9775e1bd		https://www.encodeproject.org/files/ENCFF455TXX/@@download/ENCFF455TXX.bed.gz				released	s3://encode-public/2022/12/19/47ea5b01-4edc-4fd0-b5a9-4a26c3b80af8/ENCFF455TXX.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/12/19/47ea5b01-4edc-4fd0-b5a9-4a26c3b80af8/ENCFF455TXX.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.1 GRCh38	released	mild to moderate bottlenecking, missing genetic modification reagents		
ENCFF525SCQ	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR655QNQ	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/57109/'], '@type': ['Target', 'Item'], 'name': 'REXO4-human', 'label': 'REXO4', '@id': '/targets/REXO4-human/', 'title': 'REXO4 (Homo sapiens)', 'investigated_as': ['DNA repair', 'cofactor'], 'uuid': '7682e26b-8f01-42d5-bd3e-35051fd788cb', 'status': 'released'}				REXO4-human	DNA				formaldehyde		2022-08-31	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF354GOA/, /files/ENCFF297ZMD/, /files/ENCFF771CQB/	59477	ENCODE Processing Pipeline	266a7134096411078578ebed2ddbe39a		https://www.encodeproject.org/files/ENCFF525SCQ/@@download/ENCFF525SCQ.bed.gz				released	s3://encode-public/2022/08/27/8f927624-be36-4e9a-a5c2-f69607e3b0b9/ENCFF525SCQ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/08/27/8f927624-be36-4e9a-a5c2-f69607e3b0b9/ENCFF525SCQ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released	missing genetic modification reagents, mild to moderate bottlenecking, borderline replicate concordance		
ENCFF726AMU	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR810DBO	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-1445'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/10196/'], '@type': ['Target', 'Item'], 'name': 'PRMT3-human', 'label': 'PRMT3', '@id': '/targets/PRMT3-human/', 'title': 'PRMT3 (Homo sapiens)', 'investigated_as': ['chromatin remodeler'], 'uuid': '3e0ac066-e052-43ba-a838-88e6827cca68', 'status': 'released'}				PRMT3-human	DNA				formaldehyde		2022-10-03	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF931DIL/, /files/ENCFF814OBR/, /files/ENCFF966ETR/, /files/ENCFF356LFX/	125458	ENCODE Processing Pipeline	3e2c3d88d281e925d1dfab73ac769ccb		https://www.encodeproject.org/files/ENCFF726AMU/@@download/ENCFF726AMU.bed.gz				released	s3://encode-public/2022/09/28/dbe0441b-beb9-4573-830c-df53f9cc19f1/ENCFF726AMU.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/09/28/dbe0441b-beb9-4573-830c-df53f9cc19f1/ENCFF726AMU.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.1 GRCh38	released	mild to moderate bottlenecking, borderline replicate concordance, missing genetic modification reagents, low read depth, moderate library complexity		
ENCFF241YGM	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR080EKH	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/9782/'], '@type': ['Target', 'Item'], 'name': 'MATR3-human', 'label': 'MATR3', '@id': '/targets/MATR3-human/', 'title': 'MATR3 (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': '27991efb-24d6-4387-9151-3babb0129891', 'status': 'released'}				MATR3-human	DNA				formaldehyde		2020-07-09	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF970UPF/, /files/ENCFF723HPB/, /files/ENCFF604QEA/	9905	ENCODE Processing Pipeline	50b9f4d26fce83e77e51c892735c015c		https://www.encodeproject.org/files/ENCFF241YGM/@@download/ENCFF241YGM.bed.gz				released	s3://encode-public/2020/07/01/73a05f59-deaa-4cd0-8f22-b6b69732925a/ENCFF241YGM.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/07/01/73a05f59-deaa-4cd0-8f22-b6b69732925a/ENCFF241YGM.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.4.0 GRCh38	released	missing genetic modification reagents		
ENCFF765MRZ	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR700USV	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/9208/'], '@type': ['Target', 'Item'], 'name': 'LRRFIP1-human', 'label': 'LRRFIP1', '@id': '/targets/LRRFIP1-human/', 'title': 'LRRFIP1 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '03e417ee-8373-4339-b351-2ed8d25e50b1', 'status': 'released'}				LRRFIP1-human	DNA				formaldehyde		2020-07-09	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF885BXN/, /files/ENCFF723HPB/, /files/ENCFF356LFX/, /files/ENCFF383RMP/	35126	ENCODE Processing Pipeline	0f8d2d1482cbd472c08e1f55a28cd880		https://www.encodeproject.org/files/ENCFF765MRZ/@@download/ENCFF765MRZ.bed.gz				released	s3://encode-public/2020/07/06/e4126f75-ee8a-409c-ae63-4b887d339d70/ENCFF765MRZ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/07/06/e4126f75-ee8a-409c-ae63-4b887d339d70/ENCFF765MRZ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.4.0 GRCh38	released	missing genetic modification reagents		
